,airport,courier,domestic,international,month,year
755,All,G4,1859, ,5,2007
756,All,G4,2168, ,6,2007
757,All,G4,2353, ,7,2007
758,All,G4,1992, ,8,2007
759,All,G4,1575, ,9,2007
760,All,G4,1810, ,10,2007
761,All,G4,2494, ,11,2007
762,All,G4,2910, ,12,2007
763,All,G4,2485, ,1,2008
764,All,G4,2557, ,2,2008
765,All,G4,3181, ,3,2008
766,All,G4,2546, ,4,2008
767,All,G4,2579, ,5,2008
768,All,G4,2688, ,6,2008
769,All,G4,2565, ,7,2008
770,All,G4,2200, ,8,2008
771,All,G4,1382, ,9,2008
772,All,G4,1804, ,10,2008
773,All,G4,2352, ,11,2008
774,All,G4,2947, ,12,2008
775,All,G4,2549, ,1,2009
776,All,G4,2715, ,2,2009
777,All,G4,3776, ,3,2009
778,All,G4,3325, ,4,2009
779,All,G4,3256, ,5,2009
780,All,G4,3659, ,6,2009
781,All,G4,3752, ,7,2009
782,All,G4,3160, ,8,2009
783,All,G4,2169, ,9,2009
784,All,G4,2407, ,10,2009
785,All,G4,2783, ,11,2009
786,All,G4,3184, ,12,2009
787,All,G4,2899, ,1,2010
788,All,G4,2997, ,2,2010
789,All,G4,4070, ,3,2010
790,All,G4,3580, ,4,2010
791,All,G4,3317, ,5,2010
792,All,G4,3800, ,6,2010
793,All,G4,4629, ,7,2010
794,All,G4,3868, ,8,2010
795,All,G4,2657, ,9,2010
796,All,G4,2870, ,10,2010
797,All,G4,3094, ,11,2010
798,All,G4,3687, ,12,2010
799,All,G4,3303, ,1,2011
800,All,G4,2995,2,2,2011
801,All,G4,4151, ,3,2011
802,All,G4,3567, ,4,2011
803,All,G4,3154, ,5,2011
804,All,G4,3905, ,6,2011
805,All,G4,4552, ,7,2011
806,All,G4,3435, ,8,2011
807,All,G4,2652, ,9,2011
808,All,G4,3030, ,10,2011
809,All,G4,3275, ,11,2011
810,All,G4,3927, ,12,2011
811,All,G4,3628, ,1,2012
812,All,G4,3611, ,2,2012
813,All,G4,5107, ,3,2012
814,All,G4,4269, ,4,2012
815,All,G4,3677, ,5,2012
816,All,G4,4039, ,6,2012
817,All,G4,4485, ,7,2012
818,All,G4,3755, ,8,2012
819,All,G4,2889, ,9,2012
820,All,G4,3283, ,10,2012
821,All,G4,3705, ,11,2012
822,All,G4,4041, ,12,2012
823,All,G4,3566, ,1,2013
824,All,G4,3587, ,2,2013
825,All,G4,5162, ,3,2013
826,All,G4,3987, ,4,2013
827,All,G4,3946, ,5,2013
828,All,G4,4599, ,6,2013
829,All,G4,4812, ,7,2013
830,All,G4,3618, ,8,2013
831,All,G4,2659, ,9,2013
832,All,G4,3133, ,10,2013
833,All,G4,3841, ,11,2013
834,All,G4,4631, ,12,2013
835,All,G4,4098, ,1,2014
836,All,G4,4055, ,2,2014
837,All,G4,5507, ,3,2014
838,All,G4,4372, ,4,2014
839,All,G4,4311, ,5,2014
840,All,G4,5238, ,6,2014
841,All,G4,5329, ,7,2014
842,All,G4,4291, ,8,2014
843,All,G4,3059, ,9,2014
844,All,G4,3970, ,10,2014
845,All,G4,4265, ,11,2014
846,All,G4,4950, ,12,2014
847,All,G4,4389, ,1,2015
848,All,G4,4500, ,2,2015
849,All,G4,6172, ,3,2015
850,All,G4,5251, ,4,2015
851,All,G4,5121, ,5,2015
852,All,G4,6282, ,6,2015
853,All,G4,6893, ,7,2015
854,All,G4,5581, ,8,2015
855,All,G4,3816, ,9,2015
856,All,G4,5137, ,10,2015
857,All,G4,5443, ,11,2015
858,All,G4,6049, ,12,2015
859,All,G4,5299, ,1,2016
860,All,G4,5561, ,2,2016
861,All,G4,7034, ,3,2016
862,All,G4,5932, ,4,2016
863,All,G4,6168, ,5,2016
864,All,G4,7746,2,6,2016
865,All,G4,8263, ,7,2016
866,All,G4,6444, ,8,2016
867,All,G4,5372, ,9,2016
868,All,G4,6255, ,10,2016
869,All,G4,6269, ,11,2016
870,All,G4,7567, ,12,2016
871,All,G4,6451, ,1,2017
872,All,G4,6412, ,2,2017
873,All,G4,8171, ,3,2017
874,All,G4,7308, ,4,2017
875,All,AA,71507,12142,10,2002
876,All,AA,65868,11530,11,2002
877,All,AA,67672,12290,12,2002
878,All,AA,65960,12254,1,2003
879,All,AA,56960,10503,2,2003
880,All,AA,65168,11957,3,2003
881,All,AA,62117,11065,4,2003
882,All,AA,62611,10770,5,2003
883,All,AA,62115,11528,6,2003
884,All,AA,64980,12912,7,2003
885,All,AA,64236,12895,8,2003
886,All,AA,60134,11117,9,2003
887,All,AA,62989,11245,10,2003
888,All,AA,56146,11457,11,2003
889,All,AA,59292,12323,12,2003
890,All,AA,58732,12147,1,2004
891,All,AA,55969,11387,2,2004
892,All,AA,60276,12143,3,2004
893,All,AA,58345,11823,4,2004
894,All,AA,58058,11917,5,2004
895,All,AA,58002,12356,6,2004
896,All,AA,58843,13741,7,2004
897,All,AA,58920,13662,8,2004
898,All,AA,52464,10805,9,2004
899,All,AA,56305,11504,10,2004
900,All,AA,54869,11652,11,2004
901,All,AA,57650,12701,12,2004
902,All,AA,55726,12826,1,2005
903,All,AA,51555,11860,2,2005
904,All,AA,58185,13251,3,2005
905,All,AA,55573,12574,4,2005
906,All,AA,57145,12847,5,2005
907,All,AA,56984,13426,6,2005
908,All,AA,59168,14354,7,2005
909,All,AA,58124,13531,8,2005
910,All,AA,52814,11752,9,2005
911,All,AA,53325,11464,10,2005
912,All,AA,53344,11476,11,2005
913,All,AA,54072,12518,12,2005
914,All,AA,54210,12882,1,2006
915,All,AA,48771,11699,2,2006
916,All,AA,55481,13207,3,2006
917,All,AA,53271,12715,4,2006
918,All,AA,55002,13029,5,2006
919,All,AA,53404,12913,6,2006
920,All,AA,54287,13520,7,2006
921,All,AA,54654,13327,8,2006
922,All,AA,50982,11802,9,2006
923,All,AA,52849,11951,10,2006
924,All,AA,50264,11348,11,2006
925,All,AA,52526,12715,12,2006
926,All,AA,52739,12980,1,2007
927,All,AA,46687,11365,2,2007
928,All,AA,53432,12875,3,2007
929,All,AA,50822,12487,4,2007
930,All,AA,52800,12677,5,2007
931,All,AA,50597,12350,6,2007
932,All,AA,53125,12979,7,2007
933,All,AA,53110,12905,8,2007
934,All,AA,50533,11496,9,2007
935,All,AA,53086,11624,10,2007
936,All,AA,50747,11406,11,2007
937,All,AA,50937,12624,12,2007
938,All,AA,50905,12736,1,2008
939,All,AA,46513,11643,2,2008
940,All,AA,49437,12415,3,2008
941,All,AA,47765,11968,4,2008
942,All,AA,52310,12518,5,2008
943,All,AA,50175,12118,6,2008
944,All,AA,52392,12766,7,2008
945,All,AA,52247,12859,8,2008
946,All,AA,47601,10566,9,2008
947,All,AA,49556,10890,10,2008
948,All,AA,44537,11402,11,2008
949,All,AA,46472,11961,12,2008
950,All,AA,46183,12066,1,2009
951,All,AA,42031,10654,2,2009
952,All,AA,46938,11892,3,2009
953,All,AA,45069,11499,4,2009
954,All,AA,46198,11425,5,2009
955,All,AA,45168,11418,6,2009
956,All,AA,47268,12098,7,2009
957,All,AA,47151,11727,8,2009
958,All,AA,44007,10037,9,2009
959,All,AA,45514,10497,10,2009
960,All,AA,43619,10662,11,2009
961,All,AA,45131,11927,12,2009
962,All,AA,45545,11842,1,2010
963,All,AA,40142,10529,2,2010
964,All,AA,46963,12095,3,2010
965,All,AA,44521,11532,4,2010
966,All,AA,44949,12299,5,2010
967,All,AA,44173,12307,6,2010
968,All,AA,46117,13282,7,2010
969,All,AA,46122,12799,8,2010
970,All,AA,43268,10957,9,2010
971,All,AA,44396,11478,10,2010
972,All,AA,43094,11233,11,2010
973,All,AA,44697,12230,12,2010
974,All,AA,44782,12562,1,2011
975,All,AA,39189,11181,2,2011
976,All,AA,46034,12423,3,2011
977,All,AA,44236,11758,4,2011
978,All,AA,43937,12071,5,2011
979,All,AA,44959,12285,6,2011
980,All,AA,46435,13139,7,2011
981,All,AA,45552,12327,8,2011
982,All,AA,43411,10737,9,2011
983,All,AA,44337,11147,10,2011
984,All,AA,41353,10891,11,2011
985,All,AA,42745,12449,12,2011
986,All,AA,43139,12567,1,2012
987,All,AA,41446,11652,2,2012
988,All,AA,45567,12451,3,2012
989,All,AA,42425,11566,4,2012
990,All,AA,45084,12039,5,2012
991,All,AA,43178,12085,6,2012
992,All,AA,44515,13115,7,2012
993,All,AA,44018,12313,8,2012
994,All,AA,40677,10998,9,2012
995,All,AA,42071,11399,10,2012
996,All,AA,41689,11659,11,2012
997,All,AA,44037,12988,12,2012
998,All,AA,44107,12785,1,2013
999,All,AA,40076,11567,2,2013
1000,All,AA,45332,13100,3,2013
1001,All,AA,43469,12082,4,2013
1002,All,AA,45433,12601,5,2013
1003,All,AA,44895,12973,6,2013
1004,All,AA,46654,13895,7,2013
1005,All,AA,46595,13539,8,2013
1006,All,AA,42986,11159,9,2013
1007,All,AA,45244,11557,10,2013
1008,All,AA,42619,11679,11,2013
1009,All,AA,42876,13414,12,2013
1010,All,AA,43978,13427,1,2014
1011,All,AA,39248,11914,2,2014
1012,All,AA,45537,13526,3,2014
1013,All,AA,43630,12877,4,2014
1014,All,AA,44916,13085,5,2014
1015,All,AA,45663,13436,6,2014
1016,All,AA,47130,14057,7,2014
1017,All,AA,45957,13098,8,2014
1018,All,AA,43110,10995,9,2014
1019,All,AA,44856,11253,10,2014
1020,All,AA,42397,11996,11,2014
1021,All,AA,45150,13324,12,2014
1022,All,AA,43287,12960,1,2015
1023,All,AA,37396,11417,2,2015
1024,All,AA,44655,12867,3,2015
1025,All,AA,44663,12144,4,2015
1026,All,AA,44065,12673,5,2015
1027,All,AA,44042,13401,6,2015
1028,All,AA,81130,19027,7,2015
1029,All,AA,79263,17877,8,2015
1030,All,AA,73187,14636,9,2015
1031,All,AA,76790,14893,10,2015
1032,All,AA,73572,14795,11,2015
1033,All,AA,75602,17065,12,2015
1034,All,AA,73096,16163,1,2016
1035,All,AA,70596,14975,2,2016
1036,All,AA,78887,17062,3,2016
1037,All,AA,74412,16328,4,2016
1038,All,AA,78480,16373,5,2016
1039,All,AA,79164,17298,6,2016
1040,All,AA,80654,18349,7,2016
1041,All,AA,79138,16910,8,2016
1042,All,AA,72358,13707,9,2016
1043,All,AA,74458,14167,10,2016
1044,All,AA,71727,13751,11,2016
1045,All,AA,73393,16764,12,2016
1046,All,AA,72378,15749,1,2017
1047,All,AA,66463, ,2,2017
1048,All,AA,77089, ,3,2017
1049,All,AA,73099, ,4,2017
1050,All,DL,60691,4097,10,2002
1051,All,DL,57316,3822,11,2002
1052,All,DL,58234,3851,12,2002
1053,All,DL,59177,3822,1,2003
1054,All,DL,51166,3168,2,2003
1055,All,DL,57904,3619,3,2003
1056,All,DL,51740,3284,4,2003
1057,All,DL,52123,3320,5,2003
1058,All,DL,53524,3694,6,2003
1059,All,DL,55080,3885,7,2003
1060,All,DL,55822,4049,8,2003
1061,All,DL,53629,3900,9,2003
1062,All,DL,56374,3832,10,2003
1063,All,DL,54121,3619,11,2003
1064,All,DL,55768,3854,12,2003
1065,All,DL,55623,3758,1,2004
1066,All,DL,53479,3424,2,2004
1067,All,DL,58574,3692,3,2004
1068,All,DL,57034,4047,4,2004
1069,All,DL,58122,4346,5,2004
1070,All,DL,57390,4437,6,2004
1071,All,DL,58209,4619,7,2004
1072,All,DL,58254,4597,8,2004
1073,All,DL,52800,4326,9,2004
1074,All,DL,57833,4227,10,2004
1075,All,DL,55673,3909,11,2004
1076,All,DL,56593,4392,12,2004
1077,All,DL,54831,4336,1,2005
1078,All,DL,54023,3947,2,2005
1079,All,DL,59503,4658,3,2005
1080,All,DL,57192,4575,4,2005
1081,All,DL,58405,4891,5,2005
1082,All,DL,55511,4927,6,2005
1083,All,DL,56553,5165,7,2005
1084,All,DL,56616,5153,8,2005
1085,All,DL,48208,4903,9,2005
1086,All,DL,49981,4759,10,2005
1087,All,DL,47534,4303,11,2005
1088,All,DL,44871,5018,12,2005
1089,All,DL,44210,4933,1,2006
1090,All,DL,39463,4330,2,2006
1091,All,DL,45366,5471,3,2006
1092,All,DL,42586,5395,4,2006
1093,All,DL,41606,5726,5,2006
1094,All,DL,41545,6439,6,2006
1095,All,DL,42284,6922,7,2006
1096,All,DL,42765,6700,8,2006
1097,All,DL,39315,5495,9,2006
1098,All,DL,41557,5440,10,2006
1099,All,DL,40207,5206,11,2006
1100,All,DL,40000,6222,12,2006
1101,All,DL,38888,6229,1,2007
1102,All,DL,34898,5535,2,2007
1103,All,DL,40552,6433,3,2007
1104,All,DL,38728,6214,4,2007
1105,All,DL,38780,6396,5,2007
1106,All,DL,39831,7226,6,2007
1107,All,DL,41191,7631,7,2007
1108,All,DL,41585,7303,8,2007
1109,All,DL,38688,5855,9,2007
1110,All,DL,41106,5599,10,2007
1111,All,DL,39377,5564,11,2007
1112,All,DL,38668,6312,12,2007
1113,All,DL,37298,6101,1,2008
1114,All,DL,35935,5704,2,2008
1115,All,DL,39305,6586,3,2008
1116,All,DL,36967,6236,4,2008
1117,All,DL,36387,6594,5,2008
1118,All,DL,37670,7485,6,2008
1119,All,DL,38839,8256,7,2008
1120,All,DL,37836,7792,8,2008
1121,All,DL,36029,6041,9,2008
1122,All,DL,38549,5862,10,2008
1123,All,DL,36823,5711,11,2008
1124,All,DL,36565,6704,12,2008
1125,All,DL,35727,6383,1,2009
1126,All,DL,32459,5627,2,2009
1127,All,DL,35907,6454,3,2009
1128,All,DL,35136,6262,4,2009
1129,All,DL,35284,6314,5,2009
1130,All,DL,35385,7354,6,2009
1131,All,DL,37119,7903,7,2009
1132,All,DL,37139,7333,8,2009
1133,All,DL,34613,5894,9,2009
1134,All,DL,36563,5725,10,2009
1135,All,DL,35600,5489,11,2009
1136,All,DL,34582,6656,12,2009
1137,All,DL,56061,9321,1,2010
1138,All,DL,50092,8488,2,2010
1139,All,DL,59690,9838,3,2010
1140,All,DL,59271,8602,4,2010
1141,All,DL,61027,9228,5,2010
1142,All,DL,63222,10570,6,2010
1143,All,DL,64478,11484,7,2010
1144,All,DL,65066,10848,8,2010
1145,All,DL,61372,8654,9,2010
1146,All,DL,63029,8708,10,2010
1147,All,DL,59859,7999,11,2010
1148,All,DL,58350,8922,12,2010
1149,All,DL,55852,9433,1,2011
1150,All,DL,52259,8869,2,2011
1151,All,DL,62311,10527,3,2011
1152,All,DL,60131,9647,4,2011
1153,All,DL,62865,9475,5,2011
1154,All,DL,63783,10520,6,2011
1155,All,DL,66539,11461,7,2011
1156,All,DL,65237,10709,8,2011
1157,All,DL,59226,8689,9,2011
1158,All,DL,61212,8513,10,2011
1159,All,DL,58129,7452,11,2011
1160,All,DL,57426,8642,12,2011
1161,All,DL,55239,8871,1,2012
1162,All,DL,52037,8635,2,2012
1163,All,DL,60472,10356,3,2012
1164,All,DL,59461,9173,4,2012
1165,All,DL,61301,9524,5,2012
1166,All,DL,63297,10560,6,2012
1167,All,DL,65771,11131,7,2012
1168,All,DL,66746,10697,8,2012
1169,All,DL,61144,8796,9,2012
1170,All,DL,62824,8417,10,2012
1171,All,DL,60032,7657,11,2012
1172,All,DL,57389,8852,12,2012
1173,All,DL,57081,8683,1,2013
1174,All,DL,52443,8262,2,2013
1175,All,DL,63624,10018,3,2013
1176,All,DL,62354,9099,4,2013
1177,All,DL,64207,9717,5,2013
1178,All,DL,66266,10866,6,2013
1179,All,DL,69227,11927,7,2013
1180,All,DL,69479,11667,8,2013
1181,All,DL,62388,9669,9,2013
1182,All,DL,65587,9294,10,2013
1183,All,DL,61500,8654,11,2013
1184,All,DL,60717,9730,12,2013
1185,All,DL,56300,9944,1,2014
1186,All,DL,51726,9056,2,2014
1187,All,DL,67085,11108,3,2014
1188,All,DL,65806,10012,4,2014
1189,All,DL,68221,10613,5,2014
1190,All,DL,69904,11942,6,2014
1191,All,DL,72875,12804,7,2014
1192,All,DL,72902,12746,8,2014
1193,All,DL,67122,10459,9,2014
1194,All,DL,70812,9911,10,2014
1195,All,DL,67079,9173,11,2014
1196,All,DL,66621,10575,12,2014
1197,All,DL,63957,11441,1,2015
1198,All,DL,59378,9983,2,2015
1199,All,DL,73836,11797,3,2015
1200,All,DL,72219,11181,4,2015
1201,All,DL,74937,11743,5,2015
1202,All,DL,77368,12580,6,2015
1203,All,DL,80943,13462,7,2015
1204,All,DL,81178,13450,8,2015
1205,All,DL,72242,10808,9,2015
1206,All,DL,75652,10098,10,2015
1207,All,DL,72350,9395,11,2015
1208,All,DL,70846,10920,12,2015
1209,All,DL,68903,11834,1,2016
1210,All,DL,67661,10744,2,2016
1211,All,DL,78326,11733,3,2016
1212,All,DL,76677,11525,4,2016
1213,All,DL,80644,11884,5,2016
1214,All,DL,81770,12641,6,2016
1215,All,DL,83844,13534,7,2016
1216,All,DL,82950,13175,8,2016
1217,All,DL,75632,10963,9,2016
1218,All,DL,78599,10312,10,2016
1219,All,DL,74194,9061,11,2016
1220,All,DL,71642,11509,12,2016
1221,All,DL,69354,12069,1,2017
1222,All,DL,65129, ,2,2017
1223,All,DL,78839, ,3,2017
1224,All,DL,74141, ,4,2017
1225,All,MQ,37836,919,10,2002
1226,All,MQ,34740,830,11,2002
1227,All,MQ,34556,834,12,2002
1228,All,MQ,35522,901,1,2003
1229,All,MQ,30655,784,2,2003
1230,All,MQ,35494,910,3,2003
1231,All,MQ,33871,891,4,2003
1232,All,MQ,34649,905,5,2003
1233,All,MQ,34453,872,6,2003
1234,All,MQ,31151,669,7,2003
1235,All,MQ,35147,868,8,2003
1236,All,MQ,34376,755,9,2003
1237,All,MQ,36171,830,10,2003
1238,All,MQ,34211,671,11,2003
1239,All,MQ,36455,662,12,2003
1240,All,MQ,35891,933,1,2004
1241,All,MQ,34931,940,2,2004
1242,All,MQ,38186,1000,3,2004
1243,All,MQ,38288,1136,4,2004
1244,All,MQ,38337,1351,5,2004
1245,All,MQ,38443,1500,6,2004
1246,All,MQ,39884,1778,7,2004
1247,All,MQ,40632,1855,8,2004
1248,All,MQ,39852,1713,9,2004
1249,All,MQ,41366,1780,10,2004
1250,All,MQ,39374,1548,11,2004
1251,All,MQ,41220,1607,12,2004
1252,All,MQ,39995,1592,1,2005
1253,All,MQ,38855,1565,2,2005
1254,All,MQ,43596,1711,3,2005
1255,All,MQ,42852,1817,4,2005
1256,All,MQ,44935,2210,5,2005
1257,All,MQ,43736,2119,6,2005
1258,All,MQ,44019,2270,7,2005
1259,All,MQ,45303,2285,8,2005
1260,All,MQ,43488,2225,9,2005
1261,All,MQ,44284,2186,10,2005
1262,All,MQ,42340,1978,11,2005
1263,All,MQ,43151,1912,12,2005
1264,All,MQ,43796,1891,1,2006
1265,All,MQ,39371,1738,2,2006
1266,All,MQ,43890,1971,3,2006
1267,All,MQ,44556,1967,4,2006
1268,All,MQ,46025,2029,5,2006
1269,All,MQ,44857,1954,6,2006
1270,All,MQ,46064,2060,7,2006
1271,All,MQ,46663,2097,8,2006
1272,All,MQ,43853,2034,9,2006
1273,All,MQ,45515,2114,10,2006
1274,All,MQ,43107,2100,11,2006
1275,All,MQ,44008,2249,12,2006
1276,All,MQ,43522,2380,1,2007
1277,All,MQ,38361,2022,2,2007
1278,All,MQ,43521,2289,3,2007
1279,All,MQ,42133,2309,4,2007
1280,All,MQ,45219,2421,5,2007
1281,All,MQ,42553,2263,6,2007
1282,All,MQ,44953,2367,7,2007
1283,All,MQ,45487,2404,8,2007
1284,All,MQ,43918,2247,9,2007
1285,All,MQ,45310,2301,10,2007
1286,All,MQ,43509,2256,11,2007
1287,All,MQ,41018,2462,12,2007
1288,All,MQ,41156,2795,1,2008
1289,All,MQ,37332,2500,2,2008
1290,All,MQ,39849,2755,3,2008
1291,All,MQ,41130,2777,4,2008
1292,All,MQ,42261,2872,5,2008
1293,All,MQ,42240,2807,6,2008
1294,All,MQ,44287,2929,7,2008
1295,All,MQ,42670,2857,8,2008
1296,All,MQ,38577,2726,9,2008
1297,All,MQ,38159,2841,10,2008
1298,All,MQ,33621,2542,11,2008
1299,All,MQ,32844,2475,12,2008
1300,All,MQ,33679,2546,1,2009
1301,All,MQ,31676,2364,2,2009
1302,All,MQ,35255,2624,3,2009
1303,All,MQ,34819,2538,4,2009
1304,All,MQ,36789,2579,5,2009
1305,All,MQ,35862,2545,6,2009
1306,All,MQ,37408,2766,7,2009
1307,All,MQ,37672,2899,8,2009
1308,All,MQ,36458,3216,9,2009
1309,All,MQ,37337,3316,10,2009
1310,All,MQ,36086,3153,11,2009
1311,All,MQ,34751,3025,12,2009
1312,All,MQ,35481,3075,1,2010
1313,All,MQ,31214,2658,2,2010
1314,All,MQ,36651,3133,3,2010
1315,All,MQ,35595,3061,4,2010
1316,All,MQ,35780,3161,5,2010
1317,All,MQ,34526,3020,6,2010
1318,All,MQ,36208,3059,7,2010
1319,All,MQ,37165,3111,8,2010
1320,All,MQ,35966,2967,9,2010
1321,All,MQ,37274,3032,10,2010
1322,All,MQ,35480,2913,11,2010
1323,All,MQ,34696,2927,12,2010
1324,All,MQ,35242,3083,1,2011
1325,All,MQ,29634,2724,2,2011
1326,All,MQ,37103,3323,3,2011
1327,All,MQ,35844,3392,4,2011
1328,All,MQ,36751,3484,5,2011
1329,All,MQ,36713,3411,6,2011
1330,All,MQ,37934,3465,7,2011
1331,All,MQ,37670,3439,8,2011
1332,All,MQ,36135,3597,9,2011
1333,All,MQ,37279,3706,10,2011
1334,All,MQ,35319,3368,11,2011
1335,All,MQ,36157,3216,12,2011
1336,All,MQ,36064,3114,1,2012
1337,All,MQ,35560,3115,2,2012
1338,All,MQ,38099,3413,3,2012
1339,All,MQ,39481,3172,4,2012
1340,All,MQ,40589,3174,5,2012
1341,All,MQ,40162,3210,6,2012
1342,All,MQ,40605,3421,7,2012
1343,All,MQ,41550,3356,8,2012
1344,All,MQ,38705,3161,9,2012
1345,All,MQ,40285,3212,10,2012
1346,All,MQ,37047,3822,11,2012
1347,All,MQ,35789,4375,12,2012
1348,All,MQ,36807,4387,1,2013
1349,All,MQ,32100,3829,2,2013
1350,All,MQ,36093,4392,3,2013
1351,All,MQ,35356,3998,4,2013
1352,All,MQ,37517,4231,5,2013
1353,All,MQ,36253,4061,6,2013
1354,All,MQ,38319,4293,7,2013
1355,All,MQ,37907,4251,8,2013
1356,All,MQ,34777,3638,9,2013
1357,All,MQ,36399,3703,10,2013
1358,All,MQ,32796,3522,11,2013
1359,All,MQ,31067,3699,12,2013
1360,All,MQ,30274,3374,1,2014
1361,All,MQ,28297,3051,2,2014
1362,All,MQ,33302,3554,3,2014
1363,All,MQ,33057,3235,4,2014
1364,All,MQ,33575,3373,5,2014
1365,All,MQ,31481,3349,6,2014
1366,All,MQ,32856,3487,7,2014
1367,All,MQ,32079,3314,8,2014
1368,All,MQ,29783,2881,9,2014
1369,All,MQ,30568,2918,10,2014
1370,All,MQ,28215,2979,11,2014
1371,All,MQ,29145,2915,12,2014
1372,All,MQ,27664,2543,1,2015
1373,All,MQ,23133,2146,2,2015
1374,All,MQ,26177,2361,3,2015
1375,All,MQ,24948,1957,4,2015
1376,All,MQ,24597,1947,5,2015
1377,All,MQ,24202,1750,6,2015
1378,All,MQ,24196,1653,7,2015
1379,All,MQ,23257,1518,8,2015
1380,All,MQ,20868,1164,9,2015
1381,All,MQ,21850,1130,10,2015
1382,All,MQ,19599,995,11,2015
1383,All,MQ,20294,1207,12,2015
1384,All,MQ,19818,941,1,2016
1385,All,MQ,18713,828,2,2016
1386,All,MQ,21451,950,3,2016
1387,All,MQ,21382,989,4,2016
1388,All,MQ,23358,989,5,2016
1389,All,MQ,23233,1105,6,2016
1390,All,MQ,23367,1165,7,2016
1391,All,MQ,23821,1127,8,2016
1392,All,MQ,22590,986,9,2016
1393,All,MQ,22789,1435,10,2016
1394,All,MQ,20651,1288,11,2016
1395,All,MQ,20776,1330,12,2016
1396,All,MQ,20754,1414,1,2017
1397,All,MQ,18403, ,2,2017
1398,All,MQ,18999, ,3,2017
1399,All,MQ,18319, ,4,2017
1400,All,EV,23590,790,10,2002
1401,All,EV,22812,863,11,2002
1402,All,EV,22838,903,12,2002
1403,All,EV,23638,911,1,2003
1404,All,EV,20443,816,2,2003
1405,All,EV,23113,909,3,2003
1406,All,EV,23532,729,4,2003
1407,All,EV,22944,735,5,2003
1408,All,EV,21947,659,6,2003
1409,All,EV,21586,668,7,2003
1410,All,EV,21154,783,8,2003
1411,All,EV,21421,767,9,2003
1412,All,EV,22812,795,10,2003
1413,All,EV,21853,704,11,2003
1414,All,EV,22497,676,12,2003
1415,All,EV,22293,623,1,2004
1416,All,EV,20877,577,2,2004
1417,All,EV,23033,620,3,2004
1418,All,EV,22459,598,4,2004
1419,All,EV,23382,595,5,2004
1420,All,EV,22878,473,6,2004
1421,All,EV,24267,490,7,2004
1422,All,EV,24732,495,8,2004
1423,All,EV,23247,380,9,2004
1424,All,EV,24872,536,10,2004
1425,All,EV,24219,898,11,2004
1426,All,EV,24735,917,12,2004
1427,All,EV,24020,899,1,2005
1428,All,EV,22212,703,2,2005
1429,All,EV,25579,787,3,2005
1430,All,EV,25310,759,4,2005
1431,All,EV,26925,778,5,2005
1432,All,EV,25977,873,6,2005
1433,All,EV,26500,832,7,2005
1434,All,EV,26582,823,8,2005
1435,All,EV,25366,788,9,2005
1436,All,EV,26187,817,10,2005
1437,All,EV,25149,807,11,2005
1438,All,EV,23407,847,12,2005
1439,All,EV,23082,835,1,2006
1440,All,EV,21393,722,2,2006
1441,All,EV,24280,847,3,2006
1442,All,EV,23318,844,4,2006
1443,All,EV,23968,889,5,2006
1444,All,EV,23377,915,6,2006
1445,All,EV,24852,952,7,2006
1446,All,EV,25406,984,8,2006
1447,All,EV,22199,1114,9,2006
1448,All,EV,23244,1212,10,2006
1449,All,EV,22398,1224,11,2006
1450,All,EV,21738,1341,12,2006
1451,All,EV,21891,1480,1,2007
1452,All,EV,20338,1383,2,2007
1453,All,EV,22676,1499,3,2007
1454,All,EV,22876,1514,4,2007
1455,All,EV,23408,1393,5,2007
1456,All,EV,24256,1266,6,2007
1457,All,EV,24652,1312,7,2007
1458,All,EV,25240,1258,8,2007
1459,All,EV,22261,959,9,2007
1460,All,EV,24683,1049,10,2007
1461,All,EV,23513,1066,11,2007
1462,All,EV,23175,1086,12,2007
1463,All,EV,22323,1100,1,2008
1464,All,EV,21804,1066,2,2008
1465,All,EV,23739,1218,3,2008
1466,All,EV,23187,1034,4,2008
1467,All,EV,23318,1016,5,2008
1468,All,EV,24927,1135,6,2008
1469,All,EV,25591,1096,7,2008
1470,All,EV,24938,1031,8,2008
1471,All,EV,20790,651,9,2008
1472,All,EV,21521,664,10,2008
1473,All,EV,22824,524,11,2008
1474,All,EV,22907,516,12,2008
1475,All,EV,22750,482,1,2009
1476,All,EV,21340,410,2,2009
1477,All,EV,24311,481,3,2009
1478,All,EV,24210,498,4,2009
1479,All,EV,25103,745,5,2009
1480,All,EV,27358,601,6,2009
1481,All,EV,28799,750,7,2009
1482,All,EV,27644,676,8,2009
1483,All,EV,22773,737,9,2009
1484,All,EV,23168,682,10,2009
1485,All,EV,24563,810,11,2009
1486,All,EV,23266,638,12,2009
1487,All,EV,23662,604,1,2010
1488,All,EV,21937,564,2,2010
1489,All,EV,25928,664,3,2010
1490,All,EV,24625,660,4,2010
1491,All,EV,25845,540,5,2010
1492,All,EV,27378,511,6,2010
1493,All,EV,28773,562,7,2010
1494,All,EV,28900,565,8,2010
1495,All,EV,26500,432,9,2010
1496,All,EV,27797,439,10,2010
1497,All,EV,26770,517,11,2010
1498,All,EV,26834,537,12,2010
1499,All,EV,24909,439,1,2011
1500,All,EV,23940,403,2,2011
1501,All,EV,28814,443,3,2011
1502,All,EV,26364,416,4,2011
1503,All,EV,27778,476,5,2011
1504,All,EV,28182,450,6,2011
1505,All,EV,29516,369,7,2011
1506,All,EV,28700,383,8,2011
